# 請將你的表格資料（Time, Subtitle, Machine Translation）直接貼在下一行開始：


Time	Subtitle	Machine Translation
38:13	En er moet ook een nieuwe vloer komen.	此外，還需要鋪設新的地板。
38:15	Tuurlijk.	當然。
38:16	Geen probleem.	沒問題。
38:17	Top.	頂部。
38:18	Dan zie ik je zaterdag.	那我周六見。
38:19	Tot dan.	到時候見。
38:20	Welkom bij Uitzendbureau Kracht.	歡迎來到 Kracht 職業介紹所。
38:30	U heeft zich bij ons ingeschreven via internet.	您已透過網路向我們註冊。
38:34	En u heeft binnenkort een kennismakingsgesprek.	你很快就要參加一個介紹會議了。
38:37	U krijgt daarvoor een uitnodiging per e-mail met de datum en de tijd.	您將透過電子郵件收到邀請，其中包含日期和時間。
38:42	Mensen kunnen bij ons werken in de schoonmaak, de beveiliging en in de productie.	人們可以加入我們，從事清潔、保全和生產方面的工作。
38:54	Voor de schoonmaak en productie moet u Nederlands spreken op A2 niveau.	清潔和生產人員必須具備 A2 程度的荷蘭語能力。
39:00	Voor de beveiliging op B1 niveau.	達到 B1 安全等級。
39:03	Ook is het fijn als u ervaring heeft met het werk, maar dat hoeft niet.	如果你有相關工作經驗當然比較好，但這並非必要條件。
39:11	U kunt bij ons ook een avondopleiding volgen tot leidinggevende.	你也可以參加晚間課程，成為我們公司的經理。
39:16	Deze opleiding duurt vier maanden.	本課程為期四個月。
39:21	U leert bijvoorbeeld een werkplanning maken.	例如，你將學習如何制定工作計劃。
39:24	Of werkroosters bijhouden.	或用來記錄工作行程。
39:28	Tijdens uw opleiding loopt u ook stage.	在學習期間，你還將完成實習。
39:30	U oefent dan wat u heeft geleerd.	然後，你將實踐所學到的知識。
39:33	Deze stage duurt twee maanden.	本次實習為期兩個月。
39:40	Dus de opleiding duurt in totaal vier maanden.	所以課程總共持續四個月。
39:46	Na de opleiding kunt u aan het werk als leidinggevende.	完成培訓後，你就可以開始擔任經理一職了。
39:51	Heeft u interesse in deze opleiding?	你對這門課程有興趣嗎？
39:54	Geeft u dat dan aan bij uw kennismakingsgesprek.	請在初次見面時提及此事。
39:57	Tot ziens bij het gesprek.	會議上見。
39:58	Verkeersinformatie	交通資訊
40:03	Verkeersinformatie	交通資訊
40:04	En dan nu de files.	接下來是交通壅塞問題。
40:09	Op de snelweg A2 tussen Amsterdam en Utrecht staat vijf kilometer file.	阿姆斯特丹和烏特勒支之間的A2高速公路出現5公里長的交通堵塞。
40:14	De oorzaak is een ongeluk met drie auto's.	事故原因是三車相撞事故。
40:20	Bij Rotterdam op de snelweg A4 naar Delft staat een kapotte vrachtwagen.	在鹿特丹附近的 A4 高速公路上，往代爾夫特方向行駛，有一輛拋錨的卡車。
40:24	Daarom staat er nu een file van vier kilometer.	這就是造成四公里交通堵塞的原因。
40:29	Over een half uur zal het verkeer weer kunnen doorrijden.	半小時後交通即可恢復通行。
40:34	De laatste file staat op de A50 bij Apeldoorn.	最後一起交通堵塞發生在阿珀爾多倫附近的A50公路。
40:39	Daar is een vrachtwagen met eieren omgevallen.	一輛運雞蛋的卡車在那裡翻車了。
40:43	De vrachtwagen en de eieren liggen op de weg.	卡車和雞蛋都躺在路邊。
40:45	De weg wordt nu schoongemaakt.	道路正在清掃中。
40:49	Er staat een file van tien kilometer.	交通堵塞長達十公里。
40:53	Ten slotte nog een bericht voor mensen die met de trein reizen.	最後，給乘坐火車出行的人們一個訊息。
40:58	Tussen de stations Arnhem en Utrecht rijden geen treinen.	阿納姆車站和烏得勒支站之間沒有列車運行。
41:03	U kunt met de NS-bussen reizen.	您可以搭乘NS巴士出行。
41:07	Tot zover de files.	關於交通擁堵的情況就到此為止了。
41:08	Dag mevrouw.	您好，女士。
41:13	Zou ik u misschien een folder mogen meegeven?	我可以送您一份宣傳冊嗎？
41:15	Waar gaat dit over?	這是什麼事？
41:17	Volgende week opent hier in de straat een nieuwe sportschool.	下週這條街上將新開一家健身房。
41:20	Superfit heet die.	它叫做Superfit。
41:21	Houdt u van sporten?	你喜歡運動嗎？
41:23	Eh, ja wel.	嗯，是的。
41:25	Dan is superfit misschien wel iets voor u.	那麼Superfit或許適合你。
41:27	Kijk maar.	請看。
41:29	De eerste twee maanden sport u gratis.	前兩個月可免費運動。
41:31	En daarna betaalt u maar 12,50 euro per maand.	之後，你每月只需支付 12.50 歐元。
41:34	Oh, dat is niet duur.	哦，那並不貴。
41:36	Nee, en u betaalt ook geen inschrijving.	不，你也不需要支付註冊費。
41:38	Nou, dat klinkt heel goed.	嗯，聽起來很不錯。
41:40	Alleen helaas woon ik hier niet in de buurt.	可惜，我不住在附近。
41:43	Oh, wat jammer.	哦，真是太可惜了。
41:45	Zou u de folder misschien aan iemand kunnen meegeven?	您能否將傳單轉交給其他人？
41:48	Ja, mijn zus woont hier wel in de buurt.	是的，我姐姐就住在附近。
41:50	Dus misschien wil zij bij jullie komen sporten.	所以她可能想和你一起運動。
41:53	Oh, nou, heel fijn.	哦，那真是太好了。
41:54	Dank u wel.	謝謝。
41:55	Fijne dag.	天氣真好。
41:56	Hetzelfde.	相同。
41:56	Dag.	天。
41:57	Dag.	天。
42:03	Welkom bij voicemail van Teleworks.	歡迎使用 Teleworks 語音信箱。
42:05	U heeft één nieuw bericht.	您有一條新訊息。
42:08	Hoi, Chantie.	嗨，Chantie。
42:12	Met George.	和喬治一起。
42:14	Morgen is toch die bijeenkomst in Amsterdam?	明天在阿姆斯特丹的會議是吧？
42:17	Ik zou je nog bellen over het samenreizen.	我本來打算打電話給你，商量一起旅行的事。
42:20	Mijn kaart voor het openbaar vervoer heb ik niet meer.	我的大眾運輸卡不見了。
42:24	En zonder kaart kan ik niet met de trein reizen.	沒有卡，我就不能搭火車。
42:27	Maar we kunnen wel met de auto van het werk.	但我們可以開公司用車。
42:30	De bijeenkomst begint om acht uur.	會議八點開始。
42:32	Ik haal je om half zes bij jou thuis op.	我會在五點五分到你家接你。
42:39	Dat is misschien wel vroeg, maar dan hebben we genoeg tijd om de auto te parkeren.	那可能有點早，但我們有足夠的時間停車。
42:45	Het kan soms zo druk zijn.	有時候會非常繁忙。
42:50	Dat was het, geloof ik.	我想，事情就是這樣了。
42:52	Oh ja.	哦是的。
42:53	Wil je nog even een berichtje sturen met je straat- en huisnummer?	能否請您傳送一則包含您街道地址和門牌號碼的訊息？
42:57	Ik weet het niet meer zo precies.	我記不太清楚了。
43:00	Ik lees het wel.	我會讀的。
43:03	Dag.	天。
43:08	Mevrouw.	女士。
43:08	Ja.	是的。
43:09	Mag ik iets vragen?	我可以問個問題嗎？
43:10	Natuurlijk.	自然。
43:12	Waar zijn de plaskamers?	洗手間在哪裡？
43:14	De plaskamers zijn daar.	那裡有小便室。
43:16	Tegenover de kassa.	收銀台對面。
43:17	Oh ja.	哦是的。
43:18	Dank u.	謝謝。
43:19	Oh, en als de broek niet past, dan roept u mij maar.	哦，如果褲子不合身，就打電話給我。
43:22	Dan pak ik een andere maat voor u.	那我再給你找個其他尺寸的。
43:24	Is goed.	很好。
43:26	En?	和？
43:34	Lukt het?	它能用嗎？
43:35	Ja.	是的。
43:37	Maar, eh, hij zit niet zo lekker.	但是，呃，它不太合身。
43:44	Nee, hij is gewoon te groot.	不，它太大了。
43:47	Welke maat is dit?	這多大？
43:50	Maat 52.	尺寸 52。
43:51	Ik zal een kleinere maat broek voor u pakken.	我會買一條小一號的褲子給你。
43:56	Maat 50 zou goed moeten zijn.	50碼應該合適。
43:59	Oh, en die broek, die kunt u zo aan mij geven.	哦，還有那條褲子，你可以馬上給我。
44:02	Dan leg ik hem wel terug.	那我把它放回去就好了。
44:04	Oké.	好的。
44:04	Oké?	好的？
44:09	Welkom bij voicemail van Teleworks.	歡迎使用 Teleworks 語音信箱。
44:12	U heeft één nieuw bericht.	您有一條新訊息。
44:15	Hoi Ellen, Steve hier.	嗨，艾倫，我是史蒂夫。
44:19	Jammer dat je er vandaag niet was.	你今天沒來真是太可惜了。
44:22	Hopelijk ben je snel weer beter.	希望你早日康復。
44:24	Je hebt een interessante les gemist.	你錯過了一堂精彩的課。
44:27	We hebben geleerd hoe we verschillende soorten brood voor de feestdagen kunnen maken.	我們學會如何製作各種節慶麵包。
44:32	We hebben een kerstbrood en een suikerbrood leren maken.	我們學習如何製作聖誕麵包和糖麵包。
44:36	Echt leuk.	真不錯。
44:36	Maar, eh, ik bel om het huiswerk door te geven.	但是，呃，我打電話來是想把作業傳給你。
44:42	Ehm, voor de toets rekenen moeten we hoofdstuk 6 leren.	嗯，數學考試我們要複習第六章。
44:48	En we moeten oefening 1 en 2 van hoofdstuk 7 maken voor Nederlands.	我們還得做荷蘭語第七章的練習1和練習2。
44:55	Voor maatschappijleer moeten we een tekst uit de krant kiezen.	在社會研究課上，我們需要從報紙上選出一篇文章。
45:00	Dat wordt het onderwerp van de presentatie die we moeten maken.	這將是我們要準備的簡報的主題。
45:03	Nou, wetenschap en we bellen nog wel.	嗯，先說科學方面的事情，我們稍後再聯繫。
45:10	Oh, oh, oh ja.	哦，哦，哦，是的。
45:12	Die tekst uit de krant moet je meenemen naar school.	你必須把報紙上的那篇文章帶到學校。
45:16	Niet vergeten, hè?	別忘了，好嗎？
45:18	Doeg!	再見！
45:22	Goedemorgen en welkom bij het tv-programma De Praktijk.	早安，歡迎收看電視節目 De Praktijk。
45:25	Vandaag kijken wij mee met Bram.	今天我們跟隨布拉姆。
45:27	Hij loopt stage als medewerker Groen.	他目前在綠地管理部門實習。
45:30	Bram, wat ga je vandaag doen?	布拉姆，你今天打算做什麼？
45:31	Vandaag gaan we een boom weghalen.	今天我們要移除一棵樹。
45:34	En wat doe jij nog meer tijdens je stage?	實習期間你還做了哪些工作？
45:37	Soms moeten we het gras maaien of bloemen neerzetten.	有時候我們需要割草或種花。
45:40	Maar vandaag dus niet.	但今天不行。
45:42	En wat vind je nou het allerleukste om te doen tijdens je stage?	實習期間你最喜歡做什麼？
45:45	Het buitenwerken vind ik heel fijn.	我非常喜歡戶外工作。
45:48	En het samenwerken met collega's ook.	還要與同事合作。
45:50	Maar het leukste vind ik het werken in een team.	但我最喜歡的還是團隊合作。
45:53	En Wim Egge is jouw baas, toch?	維姆·埃格是你的老闆，對吧？
45:55	Ja, dat klopt.	是的，沒錯。
45:57	Wim.	維姆。
46:01	Wim, hoe vind je dat Bram het doet?	維姆，你覺得布拉姆現在怎麼樣？
46:04	Heel goed.	非常好。
46:05	Hij werkt goed in een team.	他很擅長團隊合作。
46:07	En hij doet zijn werk heel goed.	他工作做得非常出色。
46:09	Alleen op tijd op zijn werk komen, dat vind je nog wel een beetje moeilijk, hè?	只是你覺得準時上班還是有點困難，對吧？
46:13	Ja, dat klopt.	是的，沒錯。
46:14	Ik moet vroeger opstaan.	我得早起。
46:17	Nou, heel veel succes jullie samen nog.	祝你們倆好運。
46:20	En dankjewel voor dit interview.	感謝您接受這次採訪。
46:21	Dankjewel.	謝謝。
46:25	Zoek jij werk?	你在找工作嗎？
46:33	Wil je met leuke collega's werken?	你想和友善的同事一起工作嗎？
46:35	Vind je lekkere en gezonde snacks ook belangrijk?	你也覺得美味又健康的零食很重要嗎？
46:39	Dan pas jij precies bij ons bedrijf.	那你就是我們公司的理想人選。
46:42	Wij verkopen allerlei soorten noten.	我們出售各種堅果。
46:45	Die noten komen uit veel verschillende landen over de hele wereld.	這些堅果產自世界各地許多不同的國家。
46:50	Zuid-Amerika, Azië, Afrika.	南美洲、亞洲、非洲。
46:53	Het zijn echte wereldnotjes.	它們真是小寶貝。
46:56	In Nederland verwerken en verpakken we de noten in de fabriek.	我們在荷蘭的工廠對堅果進行加工和包裝。
47:00	Daarna gaan ze naar verschillende supermarkten.	之後，他們去了各個超市。
47:03	We zoeken twee mensen voor in het magazijn.	我們正在招募兩名倉庫工作人員。
47:07	Drie chauffeurs.	三名司機。
47:10	En vijf mensen die in de fabriek willen werken.	還有五個人想來這家工廠工作。
47:13	Wil jij bij ons komen werken?	你想來我們公司工作嗎？
47:16	Bel dan naar kantoor.	然後打電話給辦公室。
47:17	Bel 018-36-544-81.	請致電 018-36-544-81。
47:22	Welkom bij voicemail van Teleworks.	歡迎使用 Teleworks 語音信箱。
47:33	U heeft één nieuw bericht.	您有一條新訊息。
47:36	Hoi, met Sinep.	大家好，我是Sinep。
47:40	Ik bel even over vanavond.	我今晚會打電話。
47:43	We hadden afgesproken om naar die pizzeria te gaan.	我們之前約好要去那家披薩店。
47:47	Maar hij is gesloten.	但它已經關門了。
47:50	Er is een bedrijfsfeest.	公司要辦派對。
47:52	Morgenavond is het restaurant wel open.	餐廳明天晚上照常營業。
47:58	Kun jij dan toevallig ook?	你碰巧也能來嗎？
48:00	Om zeven uur?	七點鐘？
48:02	Ik zal wel reserveren.	我會預訂。
48:06	Oh ja.	哦是的。
48:07	Ik ga morgenavond ook nog met mijn broer Moerad naar de film.	明天晚上我還要跟哥哥穆拉德一起去看電影。
48:13	Vind je het leuk om na het eten met ons mee te gaan naar de film?	晚餐後你想和我們一起去看電影嗎？
48:16	Ik zal je, zal ik je thuis komen ophalen.	我會的，我會到你家接你。
48:23	Dan zien we mijn broer later bij de bioscoop.	之後我們會在電影院見到我哥哥。
48:26	Dus wil je mij even terugbellen?	那您能給我回電嗎？
48:31	Dank je.	謝謝。
48:33	Dag.	天。
48:37	Hallo allemaal.	大家好。
48:39	Hallo.	你好。
48:40	Vandaag bespreek ik de laatste opdracht met jullie.	今天我將和你們討論期末作業。
48:43	Jullie korte verhaal dat jullie als huiswerkopdracht hadden gemaakt.	你作為家庭作業寫的那篇短篇小說。
48:49	We gaan straks samen jullie verhalen lezen.	我們稍後會一起讀你的故事。
48:51	Maar eerst bespreek ik het natuurproject waar we morgen mee gaan starten.	但首先，我想談談我們明天即將啟動的自然保育計畫。
48:57	Voor dit project gaan jullie een aantal verhalen schrijven over de natuur.	在這個專案中，你需要寫一些關於大自然的故事。
49:03	We gaan morgen dan ook echt de natuur in.	所以明天我們要真正走進大自然。
49:06	Aan het einde van de les spreken we af wie morgen wat meeneemt.	課後，我們同意明天誰帶什麼。
49:14	Ik bedoel een woordenboek of zo.	我是指字典之類的東西。
49:18	Maar iedereen moet zijn eigen schrijfblok meenemen.	但每個人都必須自備筆記本。
49:23	Let op.	註：
49:24	We spreken morgen om tien uur in het park af.	我們明天上午十點在公園見面。
49:29	Dus niet op school.	所以不在學校。
49:32	Via het park lopen we dan naar de stadsboerderij.	然後我們穿過公園前往城市農場。
49:35	Dit project is een goede oefening voor het examen.	這個項目對準備考試很有幫助。
49:41	Maar daarover later meer.	但稍後再談這一點。
49:44	Goed.	好的。
49:45	Dan ga ik nu over naar het lezen van jullie korte verhalen.	接下來我要繼續閱讀你的短篇小說了。
49:50	Goed.	好的。
49:51	Goed.	好的。
49:51	Goed.	好的。
49:51	Goed.	好的。
49:52	***	***
